ID,Time,Selected,BOD,City,State_Region,Country,Date_Leave_Country,Gender,Current_Situation,Type_of_Internet,Device_used,School_Name,Academic_career,Pre_Knowledge_Data,Course_Wish_Join,Dedicate_Learning_Time,Personal_Professional_Goals,Reason_Right_Person,Personal_Professional_Challenges,Others
mmdt2024.078,7/23/2024 13:22:56,Yes,1997,Yangon,Yangon,Myanmar,1/1/2030,Female,"None of the above, A freelancer in private sector",Home Wi-Fi,"My own computer, Mobile Phone / Table",University of Dental Medicine Yangon,Graduate (Degree holder),1.0,Data Analytics using Python,3-5 hours/week,"My desire to career change will be fulfilled and will be an escape from my stressful career.
As a professional who couldn’t move abroad easily, I couldn’t see my value if I had to move abroad. So, this start of my career would be my motive and a way to see my value and then boost my confidence in surviving during this hard time even if I have to move abroad. Even if I remain locally, it would be my comfort that I could do more than my main career. I believe that my side career would support my main career more.","As a new student in this field, I am open to structured learning. My enthusiasm for a career change is my strongest motivation right now. Starting this new career would transform me into a more confident version of myself. Why shouldn't I give it a try? With the right timing, enthusiasm, and motivation, along with a good mentor, I believe my professional journey will be easier and brighter than I anticipate. I already possess the above-mentioned factors, except for the right mentor. If I don't find one, I might miss the opportunity to have the right guidance. ","One professional challenge I am facing is that people tend to underestimate me due to my young age. They doubt whether I am capable of carrying out my duties and frequently express hesitation about trusting me with their work. This has been an ongoing issue for me, but I have successfully tackled it by focusing on improving my skills. Over the past year, I have worked hard to demonstrate my abilities, and I am proud to say that I have been able to dispel their doubts and prove my worth.","I have already mentioned above enough but if I have to say more, I am the one with perseverance and inspiration ."
mmdt2024.079,7/23/2024 13:29:04,Yes,1992,Yangon,Yangon,Myanmar,1/1/2030,Male,Unemployed,Mobile data,My own computer,Yangon Technological University,Graduate (Degree holder),2.0,Data Scientist using Python,more than 5 hours/week,"I can start my new career as data scientist or data analyst after this program because the skills such as programming, machine learning, data science process and SQL will be progressed and mastered, and I will be more confident about my technical skills. 
Free access to the course will allow me to learn data science process and skills without stress of course fees. It will be the great opportunity to increase my motivation and commitment to complete the course and my goals.","I have strong interest in data science and burning desire to improve my skills in this field because I want to start my new career as data scientist or data analyst. In addition, I have commitment for learning, self-studying and participating in project until end of the program. This scholarship will not only develop my skills in data science field but also achieve my goals.","To balance social life and studying, time management is used and stress management is used for relaxation.",Nothing special
mmdt2024.080,7/23/2024 13:59:01,Yes,1994,Yangon,Yangon,Myanmar,1/1/2030,Female,"Underemployed (low wage) or Intern (No salary), My current salary is enough to support my family but not enough to afford further education for a career change due to the inflation and situation in Myanmar.",Home Wi-Fi,Laptop provided from Current Job,University of Technology (Yatanarpon Cyber City),Graduate (Degree holder),2.0,Data Analytics using Python,3-5 hours/week,"I am currently working as an engineer at a private cloud company, where my role bridges Engineering, Business, and Customer relations. Throughout my career, I have discovered a passion for data analysis and providing business insights to stakeholders. However, due to the current situation in Myanmar, I cannot take a career break since I am the primary provider for my family.
To pursue my interest in data analysis, I have been studying statistics from the book 'Applied Statistics' and the High School Statistics course on Khan Academy since June. My plan is to study for a solid year while continuing my current job, aiming to transition to a Data Analyst role.
Access to this program will provide me with hands-on experience in data analytics, allowing me to complete projects that I can showcase in my resume to facilitate my career change. Additionally, this program will enable me to expand my network within the data field, connecting with Teacher Dr. Myo Thida, volunteers, organizers, and other participants, which will be invaluable for my professional growth.","I am a strong candidate for this scholarship because it is designed for young adults and mid-career professionals who are dedicated to improving their skills in data and technology. Although I couldn’t take a career break, I am actively working to transition into the data field. Teacher Dr. Myo Thida, who evaluates candidates for her project, values commitment to learning above all else. 
I demonstrated this commitment by successfully completing the Computer Science Beginner Bootcamp organized by Teacher Dr. Myo Thida, her team, volunteers, and guest speakers. This program boosted my confidence in making a career change and taught me that strong commitment, responsibility, consistency, and gratitude are essential not only for career growth but also for personal development. I am eager to continue learning with dedication and share my knowledge with others. This scholarship will support me in achieving my career goals and furthering my growth in the data field.","The challenge I found in my personal life was living without my father. My father left when I was 16 years old because of family issues, and I am the only child. This was the hardest time for me since I was trying to take the exam for matriculation. I always thought it was my fault and felt that something was always missing in my life, my feelings, and my thoughts. I never had confidence or belief in myself.
During university life in Pyin Oo Lwin, especially on graduation day, some friends asked me where my father was and why he did not meet in person. I was not able to answer these questions. I was very afraid that they would think my father had left us because he was having an affair with another woman. This was not the reason, but many people might think so. I had no ability to explain the real situation to them.
When I finished university and started my first job at 22, I read lots of books and listened to the Dhamma shared by Ashin Nandamālābhivaṃsa. I realized that this was not my fault and that I could not choose where I wished to be born. I accepted that my father had left us, but it was not my fault and not my mother's fault. I had to move on without doubtful thoughts. It took me about two years to become strong and face reality. Before accepting reality, I blamed my father, myself, and the situation, and I was always angry whenever I faced difficulties in my life, making excuses because of this situation.
Now, after accepting reality, I realize that all I can do is try my best in my work and professional life, have sympathy for others like me, encourage people in similar situations, to help the people around me such as my juniors in my work, some cousins having trouble with financial issue, as much as I can and take care of my mother. I may not be the smartest person, but I try my best in my work and personal life.
My challenge may not seem as difficult as others' challenges, but for me, it was the biggest one in my life. It caused many mental struggles until I accepted and faced reality.",I have less confidence when communicating with people I don't know well and often worry too much about what others think of me. This is a weakness I am working to improve.
mmdt2024.081,7/23/2024 14:09:19,Yes,1977,Myitkyina,Yangon,Myanmar,1/1/2030,Female,"None of the above, အလုပ်သစ်တစ်ခုရှာနေဆဲ",အဆောင် Wi-Fi,My own computer,Computer University( Myitkyina),Graduate (Degree holder),2.0,Data Analytics using Python,3-5 hours/week," Data Analytics career အတွက် လိုအပ်တဲ့ skill ပြည့်မှီသွားမယ် လို့ မျှော်လင့်ပါတယ်ရှင့်။
Data Analyst ရာထူးနှင့် အလုပ်လျှောက်ရန်အထောက်အပံ့ကောင်း ဖြစ်စေနိုင်မည်ဟု ယုံကြည်ချက်ရစေပါသည်။",ကိုယ်သိသလောက်ကို ပြန်လည် မျှဝေပေးတဲ့အကျင့်ရှိပြီး ၊ ပတ်ဝန်းကျင်အတွက် ကောင်းသောအကျိုးပြုသူအဖြစ်ရပ်တည်သွားချင်သော ၊ ကိုယ်ကိုကိုယ် ကောင်းမွန်သော အသက်မွေးဝမ်းကျောင်းဖြင့် ရပ်တည်နိုင်ရန် မဆုတ်မနစ်ဇွဲဖြင့် ကြိုးစားနေသူဖြစ်သည့်အတွက် ယခုပညာသင်ဆုကို ရထိုက်သူဟု ယုံကြည်ပါသည်။,"နောက်ခံ backing မရှိသည့်အတွက် challenge အကြီးသေးပေါင်းများစွာရှိပါတယ်။ Master ကို အလုပ်လုပ်ရင်းတက်ပါတယ်။ Thesis  ကာလ computer ပိုင်မရှိသည့်အတွက် Computer centre တွင်စာရင်းကိုင်ဝင်လုပ်ပြီး တက်ခဲ့သည်။ Thesis အရေးကြီးချိန်တွင် အိမ်တွင်သေရေးရှင်ရေးပြသနာဖြစ်သည်။ မိမိကိုယ်တိုင်လက်ကျိုးသည်။ ကိုယ့်ပိုက်ဆံကိုယ်ရှာတက်ရသည့်အပြင် မိသားစုဝမ်းရေးပါ ပါဝင်ထောက်ပံ့ရသူမို့ နှစ်ရက်သာနားပြီး လက်ကျိုးနှင့်ရုံးတက်ခဲ့သည်။ ကျောင်းကိစ္စပါရှိသည်ွအတွက် အလုပ်ရှင်ကြည်အောင်နေရသည်။
ကျွန်မခံယူချက် မိမိလိုချင်သောပန်းတိုင်ရောက်ရန်
မျှော်မှန်းထားသော challenge ဖြစ်ပါက ဖြစ်နိုင်ခြေနည်းလမ်းများရှာထားပါသည်။ မမျှော်မှန်းထားသော challenge ဖြစ်ပါက
(၁) ဒီအဖြစ်အပျက်ကိုလက်ခံနိုင်အောင်ကြိုးစား
(၂) reflect ပြန်လုပ်
(၃) ဖြစ်နိုင်ခြေ နည်းလမ်းရှာ
(၄) ရိုးသားမှုကို အခြေခံ ၊ မိမိကိုယ်ကို တာဝန်ယူပြီး
(၅) ကိုယ်တွင်းကြံ့ခိုင်မှုကို ဘာသာရေးအထိန်းအကွပ်ဖြင့်တည်ဆောက်
(၆) Resilienceကောင်းကောင်းဖြင့် ရှေ့ဆက်လှမ်းခဲ့ပါသည်။",ဘဝကိုရိုးရှင်းစွာနေထိုင်ရင်း ဘဝခက်ခဲသောလူငယ်လေးများကို ငှက်တစ်သောင်းနားလို့ရသော သစ်တစ်ပင်ကောင်းလေးများဖြစ်အောင် တတ်နိုင်သောဖက်မှ ပျိုးထောင်ပေးချင်ပါတယ်။(ကိုယ့်ဘဝ ကိုယ့်နာကျင်မှုတွေနဲ့ ယှဥ်ပြီး စာနာလို့ပါ)
mmdt2024.082,,,,,,,,,,,,,,,,,,,,
mmdt2024.083,7/23/2024 15:38:52,Yes,1982,Yangon,Yangon,Myanmar,1/1/2030,Female,Unemployed,Home Wi-Fi,My own computer,Yangon University of Economics,Graduate (Degree holder),2.0,Data Analytics using Python,more than 5 hours/week,"By the end of this program, my professional gold is to be a data analyst.If i am selected to attend this course, my dream career path begin.I can learn about this field , theories, knowledges, tools practical with datacamp under guidnices
of professional  teachers and learn together with other classmatesThis is a rare opportunity for me to begin this my new career work. Not only , I can access this whole  course  but also Iearn the lectures and guidness of professionals , professors and teachers, I am  really sure that I can accomplish  my professional goal..","I am a right person to receive this scholarship because. I am the participant with a fully commitment to the whole course.I really want to attend this course. If I have a chance to attend  this course,I can guarantee  I will try my best effort as i can. If i have a chance to begin my new career, i am sure to grap this opportunity and apply usefully my resources- time ,effort ,and devoting until  the course is finished.","My professional challenge is that I am disconnected with computer science /data science field about 10 years.So I think it is a big challenge for me.On the other hand , I am familar with basic theories, concepts, basic programming  problem solving of computer science .
That'why ,to overcome  the challenge, I  have to study hard. during the course as well as I have to effort extra.to keep up current technologies.I think this is the only way to overcome it.","I am gratuated from UCSY with Bechelor of Hons computer science (B.C.Sc(hons)) in 2005  I worked as a  IT trainer ,freelance guide until 2011. Since then, I worked as a translator ,editor , team leader in media field  until June 2024 
I am graduated from YUE with master of development Studies (M.DevS) in 2017
I love programming , Learning language, Movie and music. I am interested in data, Information and technology ,social work, Development and media. "
mmdt2024.084,7/20/2024 0:41:38,waiting list ,1990,Winnipeg,Others,Outside Myanmar,7/25/2023,Female,Unemployed,Home Wi-Fi,My own computer,Pakokku University,Graduate (Degree holder),0.0,Associate Data Analyst in SQL,3-5 hours/week,"By the end of this program, I aim to transition into a career in data analysis. Personally, I want to master the techniques of data manipulation and visualization. Professionally, my goal is to gain the skills necessary to secure a data analysis role in Canada. Free access to this course will provide me with hands-on experience and knowledge in data tools and methodologies, bridging the gap between my current skills and the requirements for a successful data analysis career.",I am passionate about data analysis and have already taken steps to enhance my skills through self-study and online courses. This scholarship will allow me to formalize my training and gain practical experience. I am eager to apply these skills in the Canadian job market and contribute to the field with innovative solutions.,Adapting to a data-focused role without prior technical skills was a significant challenge. I overcame this by learning financial analysis course through online resources and mentorship. This effort enabled me to successfully contribute to data-driven projects and reinforced my commitment to a career in data analysis.,I have a strong analytical mindset and a proven track record of tackling complex problems with creative solutions. My diverse background and persistent learning attitude equip me to excel in the data analysis field and make a meaningful impact. I am highly motivated to leverage this opportunity to advance my career and contribute positively to the community.
mmdt2024.085,,,,,,,,,,,,,,,,,,,,
mmdt2024.086,7/23/2024 23:33:53,Yes,2003,Natogyi,Mandalay,Myanmar,1/1/2030,Male,"Unemployed, High School Graduate (Did not join university due to the political instability.)","Home Wi-Fi, Mobile data",My own computer,Technological University Meikhtila,Not Currently Enrolled,1.0,Data Scientist using Python,more than 5 hours/week,"My personal and professional goal is to be a data scientist.I believes this free access of program can help a lot for my personal goal.The courses in datacamp can't be accepted for free,so for my financial case ,this free access can help a lot.And I try the best.","I want to try with teammates. Especially,I want to learn with Dr Myo Thida.I want to do team projects.Due to my financial difficulties, including the above topic, I believe I am the right person to receive this scholarship.","The only challenge I have faced is poor network connection.In our town,due to political case ,it is very poor.And I have evacuated to Meikhtila.I solved this challenge.","I am good learner.I want to be data scientist.
I try my best."
mmdt2024.087,7/24/2024 0:45:49,Yes,2000,Loilem ,Shan,Myanmar,1/1/2030,male,"Unemployed, University Student (Private University)","Office/school Wi-Fi, Mobile data","My own computer, Mobile Phone / Table",Parami University ,Undergraduate Student,3.0,Data Analytics using Python,more than 5 hours/week,"I am thinking of starting to pursue a career in the field of data professionalism but I don't know where to start. I tried to study on self-paced learning materials but I feel overwhelmed because some of the materials are hard and I felt lost. This program will be suitable for me because in addition to the free certificate which will be very useful, I can also get the mentorship from the professionals who are currently working in the data related career. I would be able to continue to advance my knowledge on Data Analytics and have a technical skills that is ready for the employment if I get the chance to study in this program.","
I am a student who is currently residing in Myanmar and try to study Data Science from an online University. Even though there are various learning resources for Data Science, I could not afford them because they are expensive for me. Some of the online courses do give free access to learn but they don't give certificate. As a fresh student who has limited knowledge and work experience, the certificate is important for the employment. This program offer both the free learning materials and certificate is the valuable program that I have been looking for. I believe that this scholarship is suitable for me because I feel like I am one of the students that this program is searching for.",I do face some minor miscommunication with my peers on team assignment sometimes. But I overcome the problem by being open-minded and negotiation with others.,
mmdt2024.088,7/24/2024 1:23:41,Yes,1995,Yangon,Yangon,Myanmar,1/1/2030,Female,"None of the above, employee from one of the distribution company in Myanmar. ",Home Wi-Fi,My own computer,Yangon University of Economics,Graduate (Degree holder),1.0,Python Programming,more than 5 hours/week,"I am seeking to transition into a data-related role and start a career in data analysis. To achieve this, I need a solid foundation in data analysis and data science concepts, as well as improve technical skills in data manipulation, visualization, and statistical analysis. Additionally, I aim to contribute to data-driven decision-making within my organization and expand my professional network within the data community. Access to this course will be invaluable, providing a structure learning path from basics. This course is essential in helping me develop the skills and knowledge necessary for success in the data analysis field.","I am the right person to receive this scholarship as an aspiring data professional due to my genuine passion, motivation to learn, and commitment to giving back to the data community. With a strong desire to build a career in data analysis, I actively seek opportunities to expand my understanding of data analysis techniques and tools. Despite being relatively new to the field, I have already taken steps to develop my skills. This scholarship would provide me with the necessary resources and support to further enhance my learning journey.","When I began my current career, I faced a challenge both professional and personal challenge. Thoughts of giving up crossed my mind because as the primary supporter for my family, it was difficult to choose a career that initially offered a lower salary due to my lack of skills and experience. 

However, reflecting on my journey, I now fully understand the satisfaction of being a professional in my chosen field. I consider myself fortunate to have had a mentor, a strong passion for my work, and effective strategies to navigate my career path.",I am very new to learning data analysis. I hope this is the first step of my new career journey. I have already a strong passion and I only need effective strategies to navigate this career path.
mmdt2024.089,7/24/2024 3:06:32,Yes,1996,Bangkok,Others,Outside Myanmar,3/26/2024,Male,Migrants (Leave the country due to the Myanmar Conscription Law),"Home Wi-Fi, Mobile data",My own computer,University of Greenwich(KMD Center),Graduate (Degree holder),2.0,Data Analytics using Python,3-5 hours/week,"By the end of ""Learn with Data Camp,"" I aim to transition from my general job to a specialized role in data analysis or data science. As a migrant currently relying on family support and remote work from previous company, I hope to gain independence through new skills. My goals include developing a strong foundation in data science, following a structured learning path, and enhancing my employability. Free access to the course is crucial, as it allows me to pursue these goals without financial stress. This opportunity aligns perfectly with my curiosity in data science and desire for a proper study track, enabling me to focus on learning and career advancement without worrying about course fees.","I'm the right person for this scholarship as a highly motivated migrant seeking to establish myself in a new environment. My reliance on family support and remote work fuels my drive for financial independence through skill development. My genuine curiosity in data analysis and science, coupled with my goal to transition from a general to a specialized role, demonstrates my commitment to fully utilizing this opportunity. The structured study track addresses my need for a proper learning path, crucial for my career transition. Given my financial constraints, this scholarship would allow me to focus entirely on learning without financial worry, maximizing its impact on my professional development and future prospects in the data field.","One of the biggest challenges I faced was when, after the military coup in Myanmar, my colleagues suddenly left, and their responsibilities fell on me.
Challenges:

- Due to the sudden departure, my colleagues couldn't properly transfer their work responsibilities.
- Lack of proper step-by-step training led to delays in work execution.
- Suddenly taking on management responsibilities caused significant mental stress.

How I overcame the challenges:

- Created flow chart diagrams to study and memorize job responsibilities step by step.
- Reviewed the Standard Operating Procedures (SOPs) for various tasks.
- Collaborated with staff to create SOPs for tasks that didn't have them.
- Personally performed staff duties to better understand their work.
- Met and discussed with people from other companies to learn about management responsibilities and gain experience.
- Attended seminars related to management.

The most difficult management task was informing employees about job terminations. To this day, I haven't found a comfortable way to handle this situation.",
mmdt2024.090,7/24/2024 4:06:58,Yes,1989,"Hsenwi, Nothern Shan State",Mandalay,Myanmar,1/1/2030,Female,"Refugee due to the current Political Situation, Underemployed start from 15.July.2024 and 3 months အစမ်းခန့်","Office/school Wi-Fi, A friend's Internet, Mobile data","My own computer, Mobile Phone / Table","Computer University (Mandalay, တအုံ)",Graduate (Degree holder),2.0,Data Scientist using Python,more than 5 hours/week,"I would like to stand my career as an IT professional and digital nomad. So free access to this course will help me as one of the skills to accomplish my personal and professional goal. And by the end of this program, I hope it will help me much more in my IT professional career life.","I'm desire to promote the lives of our Myanmar children through education with the help of technology. And often thinking about that all children deserve to have access to quality education at an affordable price. Therefore, I'm willing to implement that as much as I can once my professional career is stable.","The near to dead experience start from 1027 operation at our home town is one of the terrible challenge that I've faced. I realized well from this experience that we people can't help each other when we are really faced with death. We can be supported only by Buddha's Dhamma at that time by ourselves. I also overcame the afraid of death by Buddha's Dhamma breathing meditation technique.

After escaping from that war zone town at Dec. 2023 and arrive at Mandalay, also faced the situation of rare to get job for 7 months.
Because I'm not professional at any field, just have long time experience in teaching Computer Basic Course, and not fluent at English Speaking, I'm rarely to get a monthly income job. This is one of my professional challenge.
My mood is swing, depressed, frustrated and blamed myself at that time of period.

But I reconstruct myself by doing daily mental practice to calm down and increase in focus by counter beating Buddha's honors.
And I'm tried to fill my requirements, skills while applying many jobs.
And I'm practice to have less attachment and hope on things including people.
I have regained my energy since my efforts in learning were recognized with an award of Tr's eBook and a half scholarship after attending the supervised machine learning course organized by Tr., Myo Thida and her team. Thankful to Teacher and her team from here again.

I'm overcame all bad situations and challenges by continuously learning and building good practices to myself and now I got a job at one of the international school start from 15. July. 2024. But still be a 3 month temporary staff and not be a permanent one.",I'm worried about the slow internet connectivity while attending zoom class meeting. Because of that I can miss the important points of lecture or discussion.
mmdt2024.091,7/24/2024 7:16:17,Yes,2003,Pathein ,Ayeyarwady,Myanmar,1/1/2030,Female ,"Underemployed (low wage) or Intern (No salary), University Student (Private University)","Home Wi-Fi, Mobile data",My own computer,Parami Univeristy ,Undergraduate Student,1.0,Data Analytics using Python,more than 5 hours/week,"I hope to gain some basic foundational knowledge and practical experience by the end of this program as this program include data literacy track, specialized data career, and data project. I also want to emphasize in one specialized career in data science which is data analyst. Apart from that I hope to gain interpersonal skills such as communication skill. As we have to learn and practice from Data Camp, I think I will gain practical skills a lot. From the skills I have learn from this program, I hope to accomplish my personal project which will be useful for my future career. To conclude, I think this program will help me a lot in building the foundation of my career and mentoring me to have practical skills. ","I am the youth who is eager to learn new things and to make positive changes in the community. I am in my 20s and initiating my career in data science while attending the university. Apart from that, I am currently studying major related course at the university so I hope the practical skills from this scholarship will help me a lot in building my career step by step. That is why I believe that I have enough skills to receive this scholarship.
","I finished my matriculation exam in 2020. At that time, I hoped to attend the university. But due to the coup I have encountered difficulties in achieving higher education.  I am one of the youths in a rural area who has financial difficulties and other necessities for university education. As a reflection of myself, although I have finished my matriculation in 2020 ,I should have attended the university in 2020 but due to the coup and covid I could not attend the university. But during those three years, I never stopped learning.I love the essence of continuing education so I worked as a volunteer in non profit organizations and find a way to continue my education. I joined online webinars and online english courses to enhance my english skills. In that situation, I realized that the only thing that can change my future is education.  Due to my resilience and dedication, I could only start my university education in 2023 at Parami University. This is how I overcome the life changing obstacles in my life. ", I can give full commitment to this 7 months program. 
mmdt2024.092,7/24/2024 7:26:05,Yes,1996,Taunggyi,Shan,Myanmar,1/1/2030,Female,"Youths from conflict-affected areas (Sagaing, Chin, Kayin).",Hostel Wi-Fi,My own computer,University of Foreign Languages (Mandalay),Graduate (Degree holder),3.0,Learn with DataCamp,more than 5 hours/week,"As I'm in the transit of career change to data analytics and willingness to apply the knowledge gained in the humanitarian aids projects in Myanmar, I believe that this course will be a big support to accomplish my professional goals by the end of this program.  ",Because I'm young talented quick learner who is heading to be a data analyst professional. And I'm a woman originally from conflict-affected area Sagaing and I do need comprehensive learning for personal development in my career change.,"The period after the Covid pandemic and during this COUP is my professionally challenging time. But I did whatever I can, especially learning everything from websites (online) with no cost and did research on my interest to change career. And finally, I found it. I like doing humanitarian works and I like interpreting and analyzing data. Now, I'm on my way.","I'm an employee, but I always try to have work-life balance. And I'm always excited to learn new things, except one thing which is all over the country, we're having irregular and very few electricity and very slow internet. "
mmdt2024.093,7/24/2024 8:39:04,Yes,1994,Sagaing,Yangon,Myanmar,1/1/2030,Female ,None of the above,Home Wi-Fi,My own computer,Hanny Tun,Diploma Graduate,2.0,Data Analytics using Python,2-3 hours/week,I  hope to upgrade my skill for job transition and career change.,"I'm interested in data analytics ,I'm try leaning it.","
When I had a trouble or problem, Firstly, I find how I can manage it.And then I try the best manage.
It's the way of my cameover.



",Yes
mmdt2024.094,7/24/2024 8:48:31,Yes,1994,Pyay,Bago,Myanmar,1/1/2030,Female,None of the above,Home Wi-Fi,My own computer,"University of Computer Studies, Yangon",Graduate (Degree holder),2.0,Data Scientist using Python,3-5 hours/week,"     I am currently working as an ICT teacher after halting my previous job due to my father's health problems.Beacuse  Before the pandemic, my father was diagnosed with myasthenia, a chronic autoimmune neuromuscular disease that causes weakness in the skeletal muscles. His condition required significant care and support, which led me to make the difficult decision to leave my job and become his primary caregiver. 
     During this period, the COVID-19 pandemic further compounded the challenges we faced. Despite these obstacles, I found a new path as an ICT teacher. This job has allowed me to remain connected to the field of technology and share my knowledge with students. However, I am eager to advance my own education and skills in data science, which has been a long-standing passion of mine.
     I am interested in DataCamp's comprehensive courses and hands-on learning approach. So, I believe that it will greatly enhance my abilities and enable me to contribute more effectively to my students and the broader community. Receiving this scholarship would be a significant step towards achieving my career goals and fulfilling my potential in the field of data science. 
       Therefore, with the knowledge and skills gained from DataCamp, I plan to not only I will be able to make meaningful contributions to both my personal growth and the development of my students but also work on community projects that leverage data for social good.","     I believe I am the right person for this scholarship because as an ICT teacher, I am dedicated to helping others learn and succeed. By gaining new skills from DataCamp, I can improve my learning journey and better support my students. So, I am eager to use data to solve problems and make a positive difference in my community. This scholarship will help me acquire the expertise I need to contribute effectively and inspire others.","     During my university life, I participated in a debate program with my classmates. My team consists of 5 members. We faced several strong competitors and tough questions. So, it made me the challenging.
     In my preparation, first, each team member was assigned specific roles based on our strengths. Second, I prepared to-do-lists and gather information from various sources on the debate topics by researching. And then, I prepared detailed notes and we managed our time effectively by setting aside regular study sessions. Secondly, I practiced public speaking to boost my confidence and ensure I could present our arguments clearly in front of a mirror and also, we held regular meetings to discuss progress, share insights, and make necessary adjustments. Third, we made rehearsal to help us identify potential weaknesses and improve our arguments. On the day of the competition, I focused on preparing my mental state. I practiced staying calm by using relaxing techniques to reduce stress. Despite the pressure, I focused on thorough preparation and practiced our arguments extensively. I also worked closely with my team to ensure we were well-coordinated and confident. Finally, we won first prize in the debate program. It was a significant achievement for us. 
    Overall, this experience strengthened my resilience and provided valuable lessons that continue to benefit me. In this way, I successfully overcame the challenge.","  
I'm now 30 years old. At 30 years old, transitioning from a career as an ICT teacher to a data scientist. So, it is also a big challenge for me.  However, I view this change as a valuable opportunity for personal and professional growth. I am also a slower learner. Although I am a slower learner, I am deeply committed to advancing my skills. I understand that learning takes time and effort, but my determination ensures that I will persist and make steady progress. I never let obstacles deter me from achieving my goals."
mmdt2024.095,7/24/2024 9:12:55,Yes,2002,Myanmar,Mandalay,Myanmar,1/1/2030,Female,"Unemployed, Refugee due to the current Political Situation, Women in Tech project (Women who became unemployed due to the political conflicts), University Student (Private University)","Home Wi-Fi, Mobile data","My own computer, Mobile Phone / Table",Parami University ( class of 2027),Undergraduate Student,0.0,Python Programming,more than 5 hours/week,"After joining all the phases of this program, I will excatly know what kinds of data related field or career I am really interested in within 8 months. After doing final data project, I will be able to get a part-time or internship relating with my specilized career. Besides, I will find a pathway to my professional career. Personally, I will have like-minded friends network in data field during and after learning while supporting each other. Plus, I will develop self-awarness like what I want to do and how to pursue specilized data field effectively with the support of mentor. To accomplish my personal and professional goals, mentoring and guideness from this program can support me how to continue my further learning even after this program. Without the help of this program, I might take more time to know myself and to know my career in my data learning journey. Actually, it's been 1 year I have lost my way how to start in data related career. Therefore, this program is irreplaceable opportunity for me.","As a rural youth who came from weak financial background, I have to struggle a lot of things to get access to quality education. In spite of covid-19 and coup, I never stop learning. From 2019 to 2023, I developed digital skill and English skill through joining free programs with high commitment, especially Champus Chapter program from MYEO (Myanmar Youth empowerment opportunities) which last 1year and 6months. My passion and motivation in learning in formal or informal makes me engaged in life-long learning. Through my continuous learning during difficult situation in Myanmar, I found my enthusiasm in data related field. Even though I can face challenges relating electricity and unstable connection problem, I can finsih assignment and things to do ahead considering risks I might face as I'm so eager to join. Because of my high commitment and passion, I believe I deserve this program and I would join actively with high commitment if I were selected.","I have got fear of public speaking. I thought it is because I'm being introvert. When I tried to speak in front of people, I used to avoid it. At last, I realized that it's not introvert or extrovert problem. When I reflect myself, I found that I'm still running away from it again and again. However, public speaking is a necessary skill to practice in 21st century. Therefore, I tried to overcome it through small talk in front of people. When I join online classes, I try to ask questions to practice my public speaking. Besides, I try to think first before I talk to make my talk logical and strong. Moreover, I found practice and prepartion are keys to overcome this. In this way, I overcame my fear even though I'm not good enough to have a smooth public speaking and I'm still trying.","Even though I'm joining online university right now, I'm so eager to join this program as I lost way to start my data related career. Besides, I can join with high commitment and strong motivation despite challenges like electricity and internet connection problem in Myanmar. If there is no electricity, I will join with solar energy. If there is no wifi, I will join with my data. I believe "" there is a way, there is a way""."
mmdt2024.096,7/24/2024 10:09:40,Yes,1999,Pyin Oo Lwin,Yangon,Myanmar,1/1/2030,Male,University student (who temporarily paused learning due to the poltical instability),"Home Wi-Fi, Mobile data",My own computer,University of Technology (Yadanarpon Cyber City),Undergraduate Student,3.0,Associate Data Analyst in SQL,more than 5 hours/week,"As I am really interested in Data Analytics and Science, I would love to learn SQL, Python and other BI tools. After this program, I believe I could get a professional career in Data Analytics or Data Science. Moreover I would like to share my skills to people who are interested in Data Analytics and would like to learn systematically.
As of my research, DataCamp is one of the best platforms for building a Data Analytics or Data Science Career. Currently I am learning SQL through YouTube. Although I’ve spent 1-2 hrs per day to study, I’ve never felt fully understood. If I could have free access to this course, I would definitely be able to learn SQL and Data Analytics more effectively and efficiently.","I paused my engineering school at 5th year because of the political situation. After 4 years of struggling, I can’t even forget my passion which is to become a data scientist. I’ve always wanted to learn data science more deeply. I am dedicated to learning data analytics and science from YouTube, SQL learning websites and data science community. Therefore I trust that a person who has such a passion and dedication on data analytics and data science should be definitely awarded this scholarship.","Since 2020, youths from Myanmar including me are facing daily challenges. In 2021 when Covid 19 Crisis and Coup are happening at the same time, I was totally lost. I even wanted to surrender my life. Then I remember that I was a  happy and passionate boy and I always wanted to take care of my mother. Then I changed my lifestyle. I read books and learned new skills instead spending time on gaming and overthinking. It made me find my passion on Data Analytics and Data Science.",Now I am working as a data entry in a local delivery service with low salary. I was raised by my only mother. I would like to learn data analytics and data science not only to get a better career and earnings to take care of my mother but also I would like to share these skills to the youths who are also willing to learn data science.
